Years on Court,Status,Presidential Term,Court Conservatives,Court Moderates,Court Liberals,Age Ratio,Appointing President Party_Republican,President Party_Republican,Ideology_Liberal,Ideology_Moderate,House Control_Republican,Senate Control_Republican,Election Year Type_Non-Election Year,Election Year Type_Presidential Election,Ideology Alignment_Neutral,Ideology Alignment_Opposing
12,0,1,3,5,1,1.4164904862579282,False,True,False,False,True,True,False,True,False,False
23,0,1,3,5,1,1.4164904862579282,True,True,True,False,True,True,False,True,False,True
18,0,1,3,5,1,1.5221987315010572,True,True,False,True,True,True,False,True,True,False
10,0,1,3,5,1,1.331923890063425,True,True,False,False,True,True,False,True,False,False
9,0,1,3,5,1,1.3530655391120507,True,True,False,True,True,True,False,True,True,False
8,0,1,3,5,1,1.437632135306554,True,True,False,True,True,True,False,True,True,False
6,0,1,3,5,1,1.1627906976744187,False,True,False,True,True,True,False,True,True,False
4,0,1,3,5,1,1.3107822410147993,False,True,False,False,True,True,False,True,False,False
2,0,1,3,5,1,1.2050739957716703,True,True,False,True,True,True,False,True,True,False
13,0,2,3,5,1,1.4273719563392107,False,True,False,False,True,True,True,False,False,False
24,0,2,3,5,1,1.4273719563392107,True,True,True,False,True,True,True,False,False,True
19,0,2,3,5,1,1.5323257766582703,True,True,False,True,True,True,True,False,True,False
11,0,2,3,5,1,1.343408900083963,True,True,False,False,True,True,True,False,False,False
10,0,2,3,5,1,1.364399664147775,True,True,False,True,True,True,True,False,True,False
9,0,2,3,5,1,1.4483627204030227,True,True,False,True,True,True,True,False,True,False
7,0,2,3,5,1,1.1754827875734677,False,True,False,True,True,True,True,False,True,False
5,0,2,3,5,1,1.322418136020151,False,True,False,False,True,True,True,False,False,False
3,0,2,3,5,1,1.2174643157010916,True,True,False,True,True,True,True,False,True,False
14,0,1,3,5,2,1.4380992080033348,False,True,False,False,True,True,False,False,False,False
25,0,1,3,5,2,1.4380992080033348,True,True,True,False,True,True,False,False,False,True
20,1,1,3,5,2,1.5423092955398083,True,True,False,True,True,True,False,False,True,False
12,0,1,3,5,2,1.354731137974156,True,True,False,False,True,True,False,False,False,False
11,0,1,3,5,2,1.3755731554814508,True,True,False,True,True,True,False,False,True,False
10,0,1,3,5,2,1.4589412255106295,True,True,False,True,True,True,False,False,True,False
8,0,1,3,5,2,1.1879949979157984,False,True,False,True,True,True,False,False,True,False
6,0,1,3,5,2,1.3338891204668613,False,True,False,False,True,True,False,False,False,False
4,0,1,3,5,2,1.2296790329303877,True,True,False,True,True,True,False,False,True,False
0,0,1,3,5,2,1.2713630679449772,True,True,True,False,True,True,False,False,False,True
15,0,1,3,5,2,1.4486754966887416,False,True,False,False,True,True,True,False,False,False
26,0,1,3,5,2,1.4486754966887416,True,True,True,False,True,True,True,False,False,True
13,0,1,3,5,2,1.3658940397350994,True,True,False,False,True,True,True,False,False,False
12,0,1,3,5,2,1.3865894039735098,True,True,False,True,True,True,True,False,True,False
11,1,1,3,5,2,1.4693708609271523,True,True,False,True,True,True,True,False,True,False
9,0,1,3,5,2,1.2003311258278146,False,True,False,True,True,True,True,False,True,False
7,0,1,3,5,2,1.3451986754966887,False,True,False,False,True,True,True,False,False,False
5,0,1,3,5,2,1.2417218543046358,True,True,False,True,True,True,True,False,True,False
1,0,1,3,5,2,1.283112582781457,True,True,True,False,True,True,True,False,False,True
0,0,1,3,5,2,1.1175496688741722,True,True,False,True,True,True,True,False,True,False
16,0,1,3,4,2,1.4591039868475135,False,True,False,False,True,True,False,True,False,False
27,0,1,3,4,2,1.4591039868475135,True,True,True,False,True,True,False,True,False,True
14,0,1,3,4,2,1.3769009453349774,True,True,False,False,True,True,False,True,False,False
13,0,1,3,4,2,1.3974517057131115,True,True,False,True,True,True,False,True,True,False
10,0,1,3,4,2,1.2124948623099054,False,True,False,True,True,True,False,True,True,False
8,0,1,3,4,2,1.3563501849568436,False,True,False,False,True,True,False,True,False,False
6,0,1,3,4,2,1.2535963830661736,True,True,False,True,True,True,False,True,True,False
2,0,1,3,4,2,1.2946979038224415,True,True,True,False,True,True,False,True,False,True
1,0,1,3,4,2,1.1302918207973696,True,True,False,True,True,True,False,True,True,False
17,0,2,3,4,2,1.469387755102041,False,True,False,False,True,True,True,False,False,False
28,0,2,3,4,2,1.469387755102041,True,True,True,False,True,True,True,False,False,True
15,0,2,3,4,2,1.3877551020408163,True,True,False,False,True,True,True,False,False,False
14,0,2,3,4,2,1.4081632653061225,True,True,False,True,True,True,True,False,True,False
11,0,2,3,4,2,1.2244897959183674,False,True,False,True,True,True,True,False,True,False
9,0,2,3,4,2,1.3673469387755102,False,True,False,False,True,True,True,False,False,False
7,0,2,3,4,2,1.2653061224489797,True,True,False,True,True,True,True,False,True,False
3,0,2,3,4,2,1.3061224489795917,True,True,True,False,True,True,True,False,False,True
2,0,2,3,4,2,1.1428571428571428,True,True,False,True,True,True,True,False,True,False
18,0,2,3,5,2,1.4795297932711797,False,True,False,False,True,True,False,False,False,False
29,0,2,3,5,2,1.4795297932711797,True,True,True,False,True,True,False,False,False,True
16,0,2,3,5,2,1.398459667612485,True,True,False,False,True,True,False,False,False,False
15,1,2,3,5,2,1.4187271990271586,True,True,False,True,True,True,False,False,True,False
12,0,2,3,5,2,1.2363194162950955,False,True,False,True,True,True,False,False,True,False
10,0,2,3,5,2,1.3781921361978111,False,True,False,False,True,True,False,False,False,False
8,0,2,3,5,2,1.2768544791244427,True,True,False,True,True,True,False,False,True,False
4,0,2,3,5,2,1.3173895419537902,True,True,True,False,True,True,False,False,False,True
3,0,2,3,5,2,1.1552492906364005,True,True,False,True,True,True,False,False,True,False
0,0,2,3,5,2,1.0741791649777057,True,True,False,True,True,True,False,False,True,False
19,0,2,3,4,2,1.4895330112721417,False,True,False,False,True,True,True,False,False,False
30,0,2,3,4,2,1.4895330112721417,True,True,True,False,True,True,True,False,False,True
17,0,2,3,4,2,1.4090177133655395,True,True,False,False,True,True,True,False,False,False
13,0,2,3,4,2,1.247987117552335,False,True,False,True,True,True,True,False,True,False
11,0,2,3,4,2,1.3888888888888888,False,True,False,False,True,True,True,False,False,False
9,0,2,3,4,2,1.288244766505636,True,True,False,True,True,True,True,False,True,False
5,0,2,3,4,2,1.328502415458937,True,True,True,False,True,True,True,False,False,True
4,0,2,3,4,2,1.1674718196457328,True,True,False,True,True,True,True,False,True,False
1,0,2,3,4,2,1.0869565217391304,True,True,False,True,True,True,True,False,True,False
20,0,2,3,4,2,1.4994002399040385,False,True,False,False,True,True,False,True,False,False
31,0,2,3,4,2,1.4994002399040385,True,True,True,False,True,True,False,True,False,True
18,0,2,3,4,2,1.4194322271091564,True,True,False,False,True,True,False,True,False,False
14,0,2,3,4,2,1.2594962015193922,False,True,False,True,True,True,False,True,True,False
12,0,2,3,4,2,1.399440223910436,False,True,False,False,True,True,False,True,False,False
10,0,2,3,4,2,1.2994802079168333,True,True,False,True,True,True,False,True,True,False
6,0,2,3,4,2,1.3394642143142743,True,True,True,False,True,True,False,True,False,True
5,0,2,3,4,2,1.1795281887245104,True,True,False,True,True,True,False,True,True,False
2,0,2,3,4,2,1.0995601759296283,True,True,False,True,True,True,False,True,True,False
21,0,1,3,4,2,1.5091342335186657,False,True,False,False,True,True,True,False,False,False
32,0,1,3,4,2,1.5091342335186657,True,True,True,False,True,True,True,False,False,True
19,0,1,3,4,2,1.4297061159650517,True,True,False,False,True,True,True,False,False,False
15,0,1,3,4,2,1.2708498808578237,False,True,False,True,True,True,True,False,True,False
13,1,1,3,4,2,1.4098490865766482,False,True,False,False,True,True,True,False,False,False
11,0,1,3,4,2,1.3105639396346307,True,True,False,True,True,True,True,False,True,False
7,0,1,3,4,2,1.3502779984114377,True,True,True,False,True,True,True,False,False,True
6,0,1,3,4,2,1.1914217633042097,True,True,False,True,True,True,True,False,True,False
3,0,1,3,4,2,1.1119936457505957,True,True,False,True,True,True,True,False,True,False
22,1,1,3,5,2,1.5187376725838264,False,True,False,False,True,True,False,False,False,False
33,0,1,3,5,2,1.5187376725838264,True,True,True,False,True,True,False,False,False,True
20,1,1,3,5,2,1.4398422090729783,True,True,False,False,True,True,False,False,False,False
16,0,1,3,5,2,1.282051282051282,False,True,False,True,True,True,False,False,True,False
12,0,1,3,5,2,1.321499013806706,True,True,False,True,True,True,False,False,True,False
8,0,1,3,5,2,1.36094674556213,True,True,True,False,True,True,False,False,False,True
7,0,1,3,5,2,1.2031558185404339,True,True,False,True,True,True,False,False,True,False
4,1,1,3,5,2,1.1242603550295858,True,True,False,True,True,True,False,False,True,False
0,0,1,3,5,2,1.301775147928994,True,True,False,False,True,True,False,False,False,False
0,0,1,3,5,2,0.9467455621301775,True,True,False,True,True,True,False,False,True,False
34,1,1,2,5,2,1.5282131661442007,True,True,True,False,False,True,True,False,False,True
17,0,1,2,5,2,1.293103448275862,False,True,False,True,False,True,True,False,True,False
13,0,1,2,5,2,1.3322884012539185,True,True,False,True,False,True,True,False,True,False
9,0,1,2,5,2,1.371473354231975,True,True,True,False,False,True,True,False,False,True
8,0,1,2,5,2,1.2147335423197492,True,True,False,True,False,True,True,False,True,False
1,0,1,2,5,2,1.3126959247648904,True,True,False,False,False,True,True,False,False,False
1,0,1,2,5,2,0.9600313479623824,True,True,False,True,False,True,True,False,True,False
0,0,1,2,5,2,1.0188087774294672,True,True,False,False,False,True,True,False,False,False
0,0,1,2,5,2,1.0579937304075235,True,True,False,True,False,True,True,False,True,False
18,0,1,3,5,1,1.3040093421564811,False,True,False,True,False,True,False,True,True,False
14,0,1,3,5,1,1.3429349941611521,True,True,False,True,False,True,False,True,True,False
10,0,1,3,5,1,1.3818606461658232,True,True,True,False,False,True,False,True,False,True
9,0,1,3,5,1,1.2261580381471389,True,True,False,True,False,True,False,True,True,False
2,0,1,3,5,1,1.3234721681588166,True,True,False,False,False,True,False,True,False,False
2,0,1,3,5,1,0.9731413001167769,True,True,False,True,False,True,False,True,True,False
1,0,1,3,5,1,1.0315297781237835,True,True,False,False,False,True,False,True,False,False
1,0,1,3,5,1,1.0704554301284546,True,True,False,True,False,True,False,True,True,False
0,0,1,3,5,1,1.050992604126119,True,True,False,False,False,True,False,True,False,False
19,0,1,3,5,1,1.3147718484145399,False,False,False,True,False,False,True,False,True,False
15,0,1,3,5,1,1.3534416086620262,True,False,False,True,False,False,True,False,True,False
11,0,1,3,5,1,1.3921113689095128,True,False,True,False,False,False,True,False,False,False
10,0,1,3,5,1,1.237432327919567,True,False,False,True,False,False,True,False,True,False
3,0,1,3,5,1,1.334106728538283,True,False,False,False,False,False,True,False,False,True
3,0,1,3,5,1,0.9860788863109049,True,False,False,True,False,False,True,False,True,False
2,0,1,3,5,1,1.0440835266821347,True,False,False,False,False,False,True,False,False,True
2,0,1,3,5,1,1.082753286929621,True,False,False,True,False,False,True,False,True,False
1,0,1,3,5,1,1.0634184068058778,True,False,False,False,False,False,True,False,False,True
20,0,1,4,5,1,1.3253937764118324,False,False,False,True,False,False,False,False,True,False
16,0,1,4,5,1,1.3638109873223203,True,False,False,True,False,False,False,False,True,False
12,0,1,4,5,1,1.4022281982328082,True,False,True,False,False,False,False,False,False,False
11,0,1,4,5,1,1.2485593545908567,True,False,False,True,False,False,False,False,True,False
4,1,1,4,5,1,1.3446023818670765,True,False,False,False,False,False,False,False,False,True
4,0,1,4,5,1,0.9988474836726853,True,False,False,True,False,False,False,False,True,False
3,0,1,4,5,1,1.0564733000384172,True,False,False,False,False,False,False,False,False,True
3,0,1,4,5,1,1.094890510948905,True,False,False,True,False,False,False,False,True,False
2,0,1,4,5,1,1.075681905493661,True,False,False,False,False,False,False,False,False,True
0,0,1,4,5,1,0.9988474836726853,False,False,False,False,False,False,False,False,False,True
21,0,1,3,5,1,1.33587786259542,False,False,False,True,False,False,True,False,True,False
17,0,1,3,5,1,1.3740458015267176,True,False,False,True,False,False,True,False,True,False
13,0,1,3,5,1,1.4122137404580153,True,False,True,False,False,False,True,False,False,False
12,0,1,3,5,1,1.2595419847328244,True,False,False,True,False,False,True,False,True,False
5,0,1,3,5,1,1.0114503816793894,True,False,False,True,False,False,True,False,True,False
4,0,1,3,5,1,1.0687022900763359,True,False,False,False,False,False,True,False,False,True
4,0,1,3,5,1,1.1068702290076335,True,False,False,True,False,False,True,False,True,False
3,0,1,3,5,1,1.0877862595419847,True,False,False,False,False,False,True,False,False,True
1,0,1,3,5,1,1.0114503816793894,False,False,False,False,False,False,True,False,False,True
22,0,1,3,5,3,1.3462267728479331,False,False,False,True,False,False,False,True,True,False
18,0,1,3,5,3,1.384148653773227,True,False,False,True,False,False,False,True,True,False
14,0,1,3,5,3,1.422070534698521,True,False,True,False,False,False,False,True,False,False
13,0,1,3,5,3,1.2703830109973455,True,False,False,True,False,False,False,True,True,False
6,1,1,3,5,3,1.023890784982935,True,False,False,True,False,False,False,True,True,False
5,0,1,3,5,3,1.080773606370876,True,False,False,False,False,False,False,True,False,True
5,1,1,3,5,3,1.1186954872961699,True,False,False,True,False,False,False,True,True,False
4,0,1,3,5,3,1.099734546833523,True,False,False,False,False,False,False,True,False,True
2,0,1,3,5,3,1.023890784982935,False,False,False,False,False,False,False,True,False,True
0,0,1,3,5,3,1.1376564277588168,False,False,True,False,False,False,False,True,False,False
0,0,1,3,5,3,1.1186954872961699,False,False,True,False,False,False,False,True,False,False
23,0,2,3,3,3,1.356443104747551,False,False,False,True,False,False,True,False,True,False
19,0,2,3,3,3,1.3941220798794274,True,False,False,True,False,False,True,False,True,False
15,0,2,3,3,3,1.4318010550113038,True,False,True,False,False,False,True,False,False,False
14,0,2,3,3,3,1.281085154483798,True,False,False,True,False,False,True,False,True,False
6,0,2,3,3,3,1.092690278824416,True,False,False,False,False,False,True,False,False,True
5,0,2,3,3,3,1.1115297663903543,True,False,False,False,False,False,True,False,False,True
3,0,2,3,3,3,1.0361718161266014,False,False,False,False,False,False,True,False,False,True
1,0,2,3,3,3,1.1492087415222307,False,False,True,False,False,False,True,False,False,False
1,0,2,3,3,3,1.1303692539562924,False,False,True,False,False,False,True,False,False,False
24,0,2,3,3,3,1.3665293897416697,False,False,False,True,False,False,False,False,True,False
20,0,2,3,3,3,1.4039685511044553,True,False,False,True,False,False,False,False,True,False
16,0,2,3,3,3,1.4414077124672406,True,False,True,False,False,False,False,False,False,False
15,0,2,3,3,3,1.2916510670160988,True,False,False,True,False,False,False,False,True,False
7,0,2,3,3,3,1.1044552602021713,True,False,False,False,False,False,False,False,False,True
6,0,2,3,3,3,1.1231748408835642,True,False,False,False,False,False,False,False,False,True
4,0,2,3,3,3,1.0482965181579933,False,False,False,False,False,False,False,False,False,True
2,0,2,3,3,3,1.1606140022463496,False,False,True,False,False,False,False,False,False,False
2,0,2,3,3,3,1.141894421564957,False,False,True,False,False,False,False,False,False,False
25,0,2,3,3,3,1.3764880952380953,False,False,False,True,True,True,True,False,True,False
21,0,2,3,3,3,1.4136904761904763,True,False,False,True,True,True,True,False,True,False
17,0,2,3,3,3,1.4508928571428572,True,False,True,False,True,True,True,False,False,False
16,0,2,3,3,3,1.3020833333333335,True,False,False,True,True,True,True,False,True,False
8,0,2,3,3,3,1.1160714285714286,True,False,False,False,True,True,True,False,False,True
7,0,2,3,3,3,1.134672619047619,True,False,False,False,True,True,True,False,False,True
5,0,2,3,3,3,1.0602678571428572,False,False,False,False,True,True,True,False,False,True
3,0,2,3,3,3,1.171875,False,False,True,False,True,True,True,False,False,False
3,0,2,3,3,3,1.1532738095238095,False,False,True,False,True,True,True,False,False,False
26,0,2,3,3,3,1.3863216266173752,False,False,False,True,True,True,False,True,True,False
22,0,2,3,3,3,1.423290203327172,True,False,False,True,True,True,False,True,True,False
18,0,2,3,3,3,1.4602587800369686,True,False,True,False,True,True,False,True,False,False
17,0,2,3,3,3,1.3123844731977818,True,False,False,True,True,True,False,True,True,False
9,0,2,3,3,3,1.1275415896487986,True,False,False,False,True,True,False,True,False,True
8,0,2,3,3,3,1.146025878003697,True,False,False,False,True,True,False,True,False,True
6,0,2,3,3,3,1.0720887245841035,False,False,False,False,True,True,False,True,False,True
4,0,2,3,3,3,1.1829944547134934,False,False,True,False,True,True,False,True,False,False
4,0,2,3,3,3,1.164510166358595,False,False,True,False,True,True,False,True,False,False
27,1,1,4,3,3,1.3934726806013935,False,True,False,True,True,True,True,False,True,False
23,0,1,4,3,3,1.4301430143014302,True,True,False,True,True,True,True,False,True,False
19,0,1,4,3,3,1.466813348001467,True,True,True,False,True,True,True,False,False,True
18,0,1,4,3,3,1.3201320132013201,True,True,False,True,True,True,True,False,True,False
10,0,1,4,3,3,1.1367803447011369,True,True,False,False,True,True,True,False,False,False
9,0,1,4,3,3,1.155115511551155,True,True,False,False,True,True,True,False,False,False
7,0,1,4,3,3,1.0817748441510817,False,True,False,False,True,True,True,False,False,False
5,0,1,4,3,3,1.1917858452511918,False,True,True,False,True,True,True,False,False,True
5,0,1,4,3,3,1.1734506784011736,False,True,True,False,True,True,True,False,False,True
0,0,1,4,3,3,1.1734506784011736,True,True,False,False,True,True,True,False,False,False
24,0,1,5,2,3,1.4368861404146962,True,True,False,True,True,True,False,False,True,False
20,0,1,5,2,3,1.4732630047289923,True,True,True,False,True,True,False,False,False,True
19,1,1,5,2,3,1.327755547471808,True,True,False,True,True,True,False,False,True,False
11,0,1,5,2,3,1.1458712259003274,True,True,False,False,True,True,False,False,False,False
10,1,1,5,2,3,1.1640596580574754,True,True,False,False,True,True,False,False,False,False
8,0,1,5,2,3,1.0913059294288832,False,True,False,False,True,True,False,False,False,False
6,0,1,5,2,3,1.2004365223717715,False,True,True,False,True,True,False,False,False,True
6,1,1,5,2,3,1.1822480902146235,False,True,True,False,True,True,False,False,False,True
1,0,1,5,2,3,1.1822480902146235,True,True,False,False,True,True,False,False,False,False
0,0,1,5,2,3,1.0913059294288832,True,True,False,False,True,True,False,False,False,False
25,0,1,6,1,2,1.443522194153735,True,True,False,True,True,True,True,False,True,False
21,0,1,6,1,2,1.4796102490075784,True,True,True,False,True,True,True,False,False,True
12,0,1,6,1,2,1.1548177553229881,True,True,False,False,True,True,True,False,False,False
9,0,1,6,1,2,1.100685673042223,False,True,False,False,True,True,True,False,False,False
7,0,1,6,1,2,1.208949837603753,False,True,True,False,True,True,True,False,False,True
2,0,1,6,1,2,1.1909058101768315,True,True,False,False,True,True,True,False,False,False
1,0,1,6,1,2,1.100685673042223,True,True,False,False,True,True,True,False,False,False
0,0,1,6,1,2,1.0285095633345362,True,True,False,False,True,True,True,False,False,False
0,0,1,6,1,2,1.0465535907614578,True,True,False,False,True,True,True,False,False,False
26,0,1,6,1,2,1.4500537056928036,True,True,False,True,True,True,False,True,True,False
22,0,1,6,1,2,1.485857500895095,True,True,True,False,True,True,False,True,False,True
13,0,1,6,1,2,1.1636233440744719,True,True,False,False,True,True,False,True,False,False
10,0,1,6,1,2,1.1099176512710347,False,True,False,False,True,True,False,True,False,False
8,0,1,6,1,2,1.217329036877909,False,True,True,False,True,True,False,True,False,True
3,0,1,6,1,2,1.1994271392767633,True,True,False,False,True,True,False,True,False,False
2,0,1,6,1,2,1.1099176512710347,True,True,False,False,True,True,False,True,False,False
1,0,1,6,1,2,1.038310060866452,True,True,False,False,True,True,False,True,False,False
1,0,1,6,1,2,1.0562119584675975,True,True,False,False,True,True,False,True,False,False
27,1,2,6,2,2,1.4564831261101243,True,True,False,True,True,True,True,False,True,False
23,0,2,6,2,2,1.4920071047957373,True,True,True,False,True,True,True,False,False,True
14,0,2,6,2,2,1.1722912966252221,True,True,False,False,True,True,True,False,False,False
11,0,2,6,2,2,1.119005328596803,False,True,False,False,True,True,True,False,False,False
9,0,2,6,2,2,1.2255772646536414,False,True,True,False,True,True,True,False,False,True
4,0,2,6,2,2,1.2078152753108349,True,True,False,False,True,True,True,False,False,False
3,0,2,6,2,2,1.119005328596803,True,True,False,False,True,True,True,False,False,False
2,0,2,6,2,2,1.0479573712255774,True,True,False,False,True,True,True,False,False,False
2,0,2,6,2,2,1.0657193605683837,True,True,False,False,True,True,True,False,False,False
0,0,2,6,2,2,0.941385435168739,True,True,False,True,True,True,True,False,True,False
24,0,2,6,1,2,1.4980613323933731,True,True,True,False,True,True,False,False,False,True
15,0,2,6,1,2,1.1808248149453648,True,True,False,False,True,True,False,False,False,False
12,0,2,6,1,2,1.1279520620373633,False,True,False,False,True,True,False,False,False,False
10,0,2,6,1,2,1.2336975678533662,False,True,True,False,True,True,False,False,False,True
5,0,2,6,1,2,1.2160733168840323,True,True,False,False,True,True,False,False,False,False
4,0,2,6,1,2,1.1279520620373633,True,True,False,False,True,True,False,False,False,False
3,0,2,6,1,2,1.0574550581600282,True,True,False,False,True,True,False,False,False,False
3,0,2,6,1,2,1.075079309129362,True,True,False,False,True,True,False,False,False,False
1,0,2,6,1,2,0.9517095523440253,True,True,False,True,True,True,False,False,True,False
25,0,2,6,1,2,1.5040223854494579,True,True,True,False,True,True,True,False,False,True
16,0,2,6,1,2,1.1892270024484086,True,True,False,False,True,True,True,False,False,False
13,0,2,6,1,2,1.136761105281567,False,True,False,False,True,True,True,False,False,False
11,0,2,6,1,2,1.24169289961525,False,True,True,False,True,True,True,False,False,True
6,0,2,6,1,2,1.224204267226303,True,True,False,False,True,True,True,False,False,False
5,0,2,6,1,2,1.136761105281567,True,True,False,False,True,True,True,False,False,False
4,0,2,6,1,2,1.0668065757257783,True,True,False,False,True,True,True,False,False,False
4,0,2,6,1,2,1.0842952081147255,True,True,False,False,True,True,True,False,False,False
2,0,2,6,1,2,0.9618747813920951,True,True,False,True,True,True,True,False,True,False
26,0,2,6,1,2,1.5098923984727526,True,True,True,False,True,True,False,True,False,True
17,0,2,6,1,2,1.197500867754252,True,True,False,False,True,True,False,True,False,False
14,0,2,6,1,2,1.145435612634502,False,True,False,False,True,True,False,True,False,False
12,0,2,6,1,2,1.249566122874002,False,True,True,False,True,True,False,True,False,True
7,0,2,6,1,2,1.2322110378340854,True,True,False,False,True,True,False,True,False,False
6,0,2,6,1,2,1.145435612634502,True,True,False,False,True,True,False,True,False,False
5,0,2,6,1,2,1.076015272474835,True,True,False,False,True,True,False,True,False,False
5,0,2,6,1,2,1.093370357514752,True,True,False,False,True,True,False,True,False,False
3,0,2,6,1,2,0.971884762235335,True,True,False,True,True,True,False,True,True,False
27,0,1,6,1,2,1.515673441267654,True,True,True,False,True,True,True,False,False,True
18,0,1,6,1,2,1.2056493282810885,True,True,False,False,True,True,True,False,False,False
15,0,1,6,1,2,1.1539786427833276,False,True,False,False,True,True,True,False,False,False
13,0,1,6,1,2,1.2573200137788494,False,True,True,False,True,True,True,False,False,True
8,0,1,6,1,2,1.2400964519462625,True,True,False,False,True,True,True,False,False,False
7,0,1,6,1,2,1.1539786427833276,True,True,False,False,True,True,True,False,False,False
6,0,1,6,1,2,1.0850843954529796,True,True,False,False,True,True,True,False,False,False
6,0,1,6,1,2,1.1023079572855665,True,True,False,False,True,True,True,False,False,False
4,0,1,6,1,2,0.9817430244574578,True,True,False,True,True,True,True,False,True,False
28,0,1,6,3,2,1.5213675213675213,True,True,True,False,True,True,False,False,False,True
19,0,1,6,3,2,1.2136752136752136,True,True,False,False,True,True,False,False,False,False
16,0,1,6,3,2,1.1623931623931625,False,True,False,False,True,True,False,False,False,False
14,0,1,6,3,2,1.264957264957265,False,True,True,False,True,True,False,False,False,True
9,1,1,6,3,2,1.2478632478632479,True,True,False,False,True,True,False,False,False,False
8,0,1,6,3,2,1.1623931623931625,True,True,False,False,True,True,False,False,False,False
7,0,1,6,3,2,1.0940170940170941,True,True,False,False,True,True,False,False,False,False
7,1,1,6,3,2,1.1111111111111112,True,True,False,False,True,True,False,False,False,False
5,0,1,6,3,2,0.9914529914529915,True,True,False,True,True,True,False,False,True,False
0,0,1,6,3,2,1.1623931623931625,True,True,False,True,True,True,False,False,True,False
0,0,1,6,3,2,0.9401709401709402,True,True,False,True,True,True,False,False,True,False
29,0,1,4,3,2,1.5269765863590092,True,True,True,False,False,True,True,False,False,True
20,0,1,4,3,2,1.2215812690872074,True,True,False,False,False,True,True,False,False,False
17,0,1,4,3,2,1.170682049541907,False,True,False,False,False,True,True,False,False,False
15,0,1,4,3,2,1.2724804886325076,False,True,True,False,False,True,True,False,False,True
9,0,1,4,3,2,1.170682049541907,True,True,False,False,False,True,True,False,False,False
8,0,1,4,3,2,1.1028164234815068,True,True,False,False,False,True,True,False,False,False
6,0,1,4,3,2,1.001017984390906,True,True,False,True,False,True,True,False,True,False
1,0,1,4,3,2,1.170682049541907,True,True,False,True,False,True,True,False,True,False
1,0,1,4,3,2,0.9501187648456058,True,True,False,True,False,True,True,False,True,False
30,1,1,4,3,3,1.532502526103065,True,True,True,False,False,True,False,True,False,True
21,0,1,4,3,3,1.2293701583024588,True,True,False,False,False,True,False,True,False,False
18,0,1,4,3,3,1.1788480970023576,False,True,False,False,False,True,False,True,False,False
16,0,1,4,3,3,1.2798922196025597,False,True,True,False,False,True,False,True,False,True
10,0,1,4,3,3,1.1788480970023576,True,True,False,False,False,True,False,True,False,False
9,0,1,4,3,3,1.111485348602223,True,True,False,False,False,True,False,True,False,False
7,0,1,4,3,3,1.0104412260020208,True,True,False,True,False,True,False,True,True,False
2,0,1,4,3,3,1.1788480970023576,True,True,False,True,False,True,False,True,True,False
2,0,1,4,3,3,0.9599191647019198,True,True,False,True,False,True,False,True,True,False
0,0,1,4,3,3,1.0441226002020882,True,True,True,False,False,True,False,True,False,True
22,0,1,4,3,2,1.2370444667335339,True,False,False,False,False,False,True,False,False,True
19,0,1,4,3,2,1.1868940153794718,False,False,False,False,False,False,True,False,False,True
17,0,1,4,3,2,1.2871949180875961,False,False,True,False,False,False,True,False,False,False
11,0,1,4,3,2,1.1868940153794718,True,False,False,False,False,False,True,False,False,True
10,0,1,4,3,2,1.1200267469073888,True,False,False,False,False,False,True,False,False,True
8,0,1,4,3,2,1.0197258441992645,True,False,False,True,False,False,True,False,True,False
3,0,1,4,3,2,1.1868940153794718,True,False,False,True,False,False,True,False,True,False
3,0,1,4,3,2,0.9695753928452022,True,False,False,True,False,False,True,False,True,False
1,0,1,4,3,2,1.053159478435306,True,False,True,False,False,False,True,False,False,False
23,0,1,4,3,2,1.244606704281447,True,False,False,False,False,False,False,False,False,True
20,0,1,4,3,2,1.1948224361101891,False,False,False,False,False,False,False,False,False,True
18,0,1,4,3,2,1.294390972452705,False,False,True,False,False,False,False,False,False,False
12,0,1,4,3,2,1.1948224361101891,True,False,False,False,False,False,False,False,False,True
11,0,1,4,3,2,1.1284434118818454,True,False,False,False,False,False,False,False,False,True
9,0,1,4,3,2,1.0288748755393295,True,False,False,True,False,False,False,False,True,False
4,0,1,4,3,2,1.1948224361101891,True,False,False,True,False,False,False,False,True,False
4,0,1,4,3,2,0.9790906073680717,True,False,False,True,False,False,False,False,True,False
2,0,1,4,3,2,1.0620643876535014,True,False,True,False,False,False,False,False,False,False
24,0,1,4,3,2,1.2520593080724876,True,False,False,False,False,False,True,False,False,True
21,0,1,4,3,2,1.202635914332784,False,False,False,False,False,False,True,False,False,True
19,0,1,4,3,2,1.301482701812191,False,False,True,False,False,False,True,False,False,False
13,0,1,4,3,2,1.202635914332784,True,False,False,False,False,False,True,False,False,True
12,0,1,4,3,2,1.1367380560131795,True,False,False,False,False,False,True,False,False,True
10,0,1,4,3,2,1.0378912685337727,True,False,False,True,False,False,True,False,True,False
5,0,1,4,3,2,1.202635914332784,True,False,False,True,False,False,True,False,True,False
5,0,1,4,3,2,0.9884678747940692,True,False,False,True,False,False,True,False,True,False
3,0,1,4,3,2,1.0708401976935749,True,False,True,False,False,False,True,False,False,False
25,0,1,4,3,2,1.2594046450768728,True,False,False,False,False,False,False,True,False,True
22,0,1,4,3,2,1.2103369316323191,False,False,False,False,False,False,False,True,False,True
